Event ID,Timestamp,Event Type,Level,Operation,Details,User,Session ID,Transaction ID,Correlation ID
EVT-20251008120233-008,2025-10-08T12:02:33.703019,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-009,2025-10-08T12:02:33.705026,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-010,2025-10-08T12:02:33.706396,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.014388}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-001,2025-10-08T12:02:33.792929,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008120233""}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-002,2025-10-08T12:02:33.795860,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-003,2025-10-08T12:02:33.797878,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-004,2025-10-08T12:02:33.798888,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008120233"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008120233""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-005,2025-10-08T12:02:33.801885,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-006,2025-10-08T12:02:33.802888,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-007,2025-10-08T12:02:33.804886,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-008,2025-10-08T12:02:33.806887,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-009,2025-10-08T12:02:33.807886,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-010,2025-10-08T12:02:33.822260,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.029331}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-001,2025-10-08T12:02:33.825264,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008120233""}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-002,2025-10-08T12:02:33.827264,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-003,2025-10-08T12:02:33.829284,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-004,2025-10-08T12:02:33.830291,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC01-001-20251008120233"", ""details"": {""transaction_id"": ""TXN-E2EID-AC01-001-20251008120233""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID-AC01-001-20251008120233,REFUND-20251008120233
EVT-20251008120233-005,2025-10-08T12:02:33.833284,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID-AC01-001-20251008120233,REFUND-20251008120233
EVT-20251008120233-006,2025-10-08T12:02:33.835291,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-007,2025-10-08T12:02:33.837285,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-008,2025-10-08T12:02:33.839291,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-009,2025-10-08T12:02:33.839649,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-010,2025-10-08T12:02:33.842177,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.016913}}",SYSTEM,SESSION-20251008120233,TXN-E2EID-AC01-001-20251008120233,REFUND-20251008120233
EVT-20251008120532-001,2025-10-08T12:05:32.990950,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008120305""}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120532-002,2025-10-08T12:05:32.994982,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120532-003,2025-10-08T12:05:32.998514,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120533-004,2025-10-08T12:05:33.000534,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC04-001-20251008120533"", ""details"": {""transaction_id"": ""TXN-E2EID-AC04-001-20251008120533""}}",SYSTEM,SESSION-20251008120532,TXN-E2EID-AC04-001-20251008120533,REFUND-20251008120305
EVT-20251008120533-005,2025-10-08T12:05:33.006857,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120532,TXN-E2EID-AC04-001-20251008120533,REFUND-20251008120305
EVT-20251008120533-006,2025-10-08T12:05:33.008882,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120533-007,2025-10-08T12:05:33.010907,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120533-008,2025-10-08T12:05:33.012923,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120533-009,2025-10-08T12:05:33.012923,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120532,,
EVT-20251008120533-010,2025-10-08T12:05:33.014950,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.024}}",SYSTEM,SESSION-20251008120532,TXN-E2EID-AC04-001-20251008120533,REFUND-20251008120305
EVT-20251008124151-001,2025-10-08T12:41:51.926591,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008124151""}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-002,2025-10-08T12:41:51.930625,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-003,2025-10-08T12:41:51.932643,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-004,2025-10-08T12:41:51.935684,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-MATCHED-001-20251008124151"", ""details"": {""transaction_id"": ""TXN-E2EID-MATCHED-001-20251008124151""}}",SYSTEM,SESSION-20251008124151,TXN-E2EID-MATCHED-001-20251008124151,REFUND-20251008124151
EVT-20251008124151-005,2025-10-08T12:41:51.937709,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008124151,TXN-E2EID-MATCHED-001-20251008124151,REFUND-20251008124151
EVT-20251008124151-006,2025-10-08T12:41:51.939739,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-007,2025-10-08T12:41:51.939739,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-008,2025-10-08T12:41:51.941769,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-009,2025-10-08T12:41:51.943794,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124151,,
EVT-20251008124151-010,2025-10-08T12:41:51.945688,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.019097}}",SYSTEM,SESSION-20251008124151,TXN-E2EID-MATCHED-001-20251008124151,REFUND-20251008124151
EVT-20251008124349-001,2025-10-08T12:43:49.820641,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008124349""}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-002,2025-10-08T12:43:49.823646,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-003,2025-10-08T12:43:49.825676,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-004,2025-10-08T12:43:49.827676,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-MATCHED-001-20251008124349"", ""details"": {""transaction_id"": ""TXN-E2EID-MATCHED-001-20251008124349""}}",SYSTEM,SESSION-20251008124349,TXN-E2EID-MATCHED-001-20251008124349,REFUND-20251008124349
EVT-20251008124349-005,2025-10-08T12:43:49.830672,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008124349,TXN-E2EID-MATCHED-001-20251008124349,REFUND-20251008124349
EVT-20251008124349-006,2025-10-08T12:43:49.832679,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-007,2025-10-08T12:43:49.833676,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-008,2025-10-08T12:43:49.835676,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-009,2025-10-08T12:43:49.836681,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124349,,
EVT-20251008124349-010,2025-10-08T12:43:49.839674,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.019033}}",SYSTEM,SESSION-20251008124349,TXN-E2EID-MATCHED-001-20251008124349,REFUND-20251008124349
EVT-20251008124458-001,2025-10-08T12:44:58.789785,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008124458""}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-002,2025-10-08T12:44:58.792657,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-003,2025-10-08T12:44:58.793658,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-004,2025-10-08T12:44:58.795736,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-MATCHED-001-20251008124458"", ""details"": {""transaction_id"": ""TXN-E2EID-MATCHED-001-20251008124458""}}",SYSTEM,SESSION-20251008124458,TXN-E2EID-MATCHED-001-20251008124458,REFUND-20251008124458
EVT-20251008124458-005,2025-10-08T12:44:58.797752,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008124458,TXN-E2EID-MATCHED-001-20251008124458,REFUND-20251008124458
EVT-20251008124458-006,2025-10-08T12:44:58.799778,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-007,2025-10-08T12:44:58.801851,CSV_OPERATION,INFO,DEBIT_NOSTRO_PAYMENT_INPUT,"{""file_path"": ""Updated accounts for DEBIT_NOSTRO_PAYMENT_INPUT"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-008,2025-10-08T12:44:58.803851,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-009,2025-10-08T12:44:58.803851,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124458,,
EVT-20251008124458-010,2025-10-08T12:44:58.805915,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.01613}}",SYSTEM,SESSION-20251008124458,TXN-E2EID-MATCHED-001-20251008124458,REFUND-20251008124458
EVT-20251008124907-001,2025-10-08T12:49:07.837911,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008124907""}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-002,2025-10-08T12:49:07.841680,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-003,2025-10-08T12:49:07.843701,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-004,2025-10-08T12:49:07.843701,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-MATCHED-001-20251008124907"", ""details"": {""transaction_id"": ""TXN-E2EID-MATCHED-001-20251008124907""}}",SYSTEM,SESSION-20251008124907,TXN-E2EID-MATCHED-001-20251008124907,REFUND-20251008124907
EVT-20251008124907-005,2025-10-08T12:49:07.849772,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008124907,TXN-E2EID-MATCHED-001-20251008124907,REFUND-20251008124907
EVT-20251008124907-006,2025-10-08T12:49:07.851797,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-007,2025-10-08T12:49:07.853571,CSV_OPERATION,INFO,DEBIT_NOSTRO_PAYMENT_INPUT,"{""file_path"": ""Updated accounts for DEBIT_NOSTRO_PAYMENT_INPUT"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-008,2025-10-08T12:49:07.853571,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-009,2025-10-08T12:49:07.855596,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124907,,
EVT-20251008124907-010,2025-10-08T12:49:07.857618,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.019707}}",SYSTEM,SESSION-20251008124907,TXN-E2EID-MATCHED-001-20251008124907,REFUND-20251008124907
EVT-20251008124957-001,2025-10-08T12:49:57.485504,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008124957""}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-002,2025-10-08T12:49:57.491057,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-003,2025-10-08T12:49:57.494491,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-004,2025-10-08T12:49:57.500036,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-MATCHED-001-20251008124957"", ""details"": {""transaction_id"": ""TXN-E2EID-MATCHED-001-20251008124957""}}",SYSTEM,SESSION-20251008124957,TXN-E2EID-MATCHED-001-20251008124957,REFUND-20251008124957
EVT-20251008124957-005,2025-10-08T12:49:57.506032,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008124957,TXN-E2EID-MATCHED-001-20251008124957,REFUND-20251008124957
EVT-20251008124957-006,2025-10-08T12:49:57.508040,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-007,2025-10-08T12:49:57.510039,CSV_OPERATION,INFO,DEBIT_NOSTRO_PAYMENT_INPUT,"{""file_path"": ""Updated accounts for DEBIT_NOSTRO_PAYMENT_INPUT"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-008,2025-10-08T12:49:57.514064,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-009,2025-10-08T12:49:57.515054,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008124957,,
EVT-20251008124957-010,2025-10-08T12:49:57.517059,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.031555}}",SYSTEM,SESSION-20251008124957,TXN-E2EID-MATCHED-001-20251008124957,REFUND-20251008124957
EVT-20251008125121-001,2025-10-08T12:51:21.101584,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008125121""}}",SYSTEM,SESSION-20251008125121,,
EVT-20251008125121-002,2025-10-08T12:51:21.103607,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008125121,,
EVT-20251008125121-003,2025-10-08T12:51:21.105980,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008125121,,
EVT-20251008125121-004,2025-10-08T12:51:21.107007,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008125121"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008125121""}}",SYSTEM,SESSION-20251008125121,TXN-E2EID67890-20251008125121,REFUND-20251008125121
